# TimeStep  RandWalk_mean  RandWalk_lo  RandWalk_hi  PIG_mean  PIG_lo  PIG_hi  EPIG_mean  EPIG_lo  EPIG_hi  TPIG_mean  TPIG_lo  TPIG_hi  ETPIG_mean  ETPIG_lo  ETPIG_hi  LP_mean  LP_lo  LP_hi
0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
1  0.593981  0.220080  0.967882  0.693520  0.439549  0.947490  0.623842  0.278455  0.969230  0.683566  0.413523  0.953608  0.653704  0.342257  0.965151  0.673612  0.388749  0.958474
2  1.325407  0.849949  1.800865  1.676946  1.362555  1.991337  1.533046  1.011372  2.054719  1.697525  1.439649  1.955400  1.643048  1.387880  1.898215  1.704949  1.519724  1.890175
3  2.013606  1.497555  2.529658  2.360505  1.962980  2.758031  2.173607  1.552798  2.794415  1.402735  1.206885  1.598586  1.604527  1.161045  2.048009  1.417263  1.197530  1.636996
4  2.606421  1.894548  3.318294  2.994305  2.477790  3.510819  2.828764  2.181383  3.476145  1.227347  1.047327  1.407366  1.563490  0.929795  2.197184  1.225273  1.075686  1.374860
5  3.257951  2.448678  4.067223  3.692082  3.146161  4.238003  3.462554  2.737815  4.187292  1.813906  1.506230  2.121583  1.954521  1.380199  2.528844  1.834814  1.564352  2.105276
6  3.861360  2.994974  4.727745  4.396962  3.870502  4.923423  4.117379  3.391612  4.843145  1.709308  1.408176  2.010439  1.947917  1.332898  2.562935  1.689939  1.381947  1.997930
7  4.398576  3.364255  5.432896  5.124111  4.521908  5.726313  4.818047  3.998688  5.637406  1.385452  1.032391  1.738512  1.864046  1.045839  2.682253  1.495678  0.959622  2.031734
8  4.856749  3.658178  6.055321  5.972048  5.121079  6.823017  5.557332  4.565761  6.548904  1.199566  0.920653  1.478479  1.889445  0.888336  2.890554  1.425205  0.660634  2.189775
9  5.386329  4.084381  6.688278  6.669824  5.793224  7.546424  6.191019  5.150911  7.231128  1.069488  0.813390  1.325587  2.001804  0.918584  3.085024  1.371977  0.513370  2.230584
10  5.811096  4.414856  7.207335  7.391820  6.531745  8.251895  6.890853  5.748446  8.033260  1.432640  1.128342  1.736938  2.280740  1.165754  3.395727  1.801203  0.993291  2.609115
11  6.223709  4.651220  7.796198  8.123374  7.265692  8.981056  7.545845  6.315156  8.776535  2.034233  1.575613  2.492854  2.508314  1.472278  3.544349  2.401221  1.671696  3.130746
12  6.548199  4.799717  8.296680  8.868075  7.823616  9.912534  8.210394  6.884243  9.536545  2.216631  1.804020  2.629242  2.715046  1.714343  3.715749  2.437246  1.675198  3.199294
13  6.915221  5.065812  8.764630  9.489536  8.333306  10.645765  8.833091  7.520507  10.145674  2.123305  1.642981  2.603628  2.863725  1.774811  3.952639  2.407223  1.466913  3.347533
14  7.380080  5.434534  9.325626  10.147316  8.913246  11.381387  9.524266  8.223943  10.824589  1.954704  1.449271  2.460136  2.840216  1.698292  3.982139  2.406694  1.241447  3.571940
15  7.819065  5.776137  9.861993  10.801124  9.571565  12.030684  10.158279  8.760865  11.555693  1.835145  1.321864  2.348426  2.925347  1.670601  4.180093  2.540261  1.034471  4.046050
16  8.240894  6.116324  10.365464  11.608265  10.236209  12.980322  10.841137  9.389230  12.293043  1.942896  1.415870  2.469923  3.050248  1.823102  4.277394  2.742158  1.396134  4.088182
17  8.587412  6.275538  10.899286  12.265847  10.789180  13.742515  11.534944  10.005439  13.064450  2.397959  1.853887  2.942032  3.252913  1.959450  4.546376  3.172590  2.017423  4.327757
18  8.975276  6.547096  11.403456  12.948972  11.450492  14.447451  12.092836  10.447281  13.738391  3.100340  2.456476  3.744204  3.598788  2.409238  4.788339  3.788152  2.744027  4.832277
19  9.290380  6.699189  11.881570  13.489496  11.852009  15.126982  12.678477  10.866215  14.490740  3.526832  2.986064  4.067599  3.795592  2.671941  4.919243  3.961322  3.012752  4.909891
20  9.594410  6.928279  12.260542  14.051228  12.271045  15.831410  13.300884  11.385134  15.216634  3.607949  3.136612  4.079286  3.866743  2.707615  5.025871  3.938261  3.013004  4.863519
21  9.889542  7.170559  12.608526  14.512548  12.805650  16.219446  13.919350  11.911813  15.926887  3.755399  3.362355  4.148442  3.943630  2.830689  5.056571  4.098921  3.223624  4.974217
22  10.206094  7.335142  13.077047  15.147208  13.385295  16.909122  14.445307  12.293606  16.597007  3.977163  3.529080  4.425245  4.112950  2.962611  5.263289  4.228297  3.354813  5.101781
23  10.447193  7.622610  13.271776  15.780682  13.921972  17.639391  15.044907  12.887320  17.202494  3.969107  3.480790  4.457423  4.222156  3.165179  5.279134  4.348010  3.351422  5.344598
24  10.734644  7.911959  13.557328  16.397094  14.522325  18.271863  15.651895  13.484723  17.819066  3.825235  3.270875  4.379595  4.294027  3.107621  5.480433  4.327294  3.120599  5.533990
25  11.084512  8.297933  13.871091  16.858153  14.899455  18.816851  16.173424  13.966007  18.380842  3.753204  3.185522  4.320887  4.398217  3.164582  5.631851  4.271851  3.021368  5.522334
26  11.401703  8.607579  14.195828  17.192731  15.138866  19.246596  16.579213  14.396829  18.761597  3.755563  3.179032  4.332094  4.511783  3.253026  5.770540  4.418291  3.243420  5.593163
27  11.725216  8.977022  14.473409  17.486014  15.381063  19.590965  17.036954  14.906734  19.167174  3.963654  3.358566  4.568742  4.577617  3.220342  5.934891  4.708880  3.569614  5.848146
28  11.979429  9.151112  14.807746  17.878128  15.677375  20.078881  17.565216  15.350418  19.780014  4.321550  3.713592  4.929508  4.746735  3.317832  6.175639  4.933947  3.773639  6.094254
