# TimeStep  RandWalk_mean  RandWalk_lo  RandWalk_hi  PIG_mean  PIG_lo  PIG_hi  EPIG_mean  EPIG_lo  EPIG_hi  TPIG_mean  TPIG_lo  TPIG_hi  ETPIG_mean  ETPIG_lo  ETPIG_hi  LP_mean  LP_lo  LP_hi
85  25.175971  19.740398  30.611544  35.082452  30.774700  39.390204  34.413775  30.387983  38.439567  13.380491  12.145853  14.615129  14.193168  11.982238  16.404099  13.961609  12.016944  15.906274
86  25.301642  19.852946  30.750338  35.294908  30.821602  39.768214  34.471138  30.454761  38.487515  13.532828  12.246414  14.819242  14.366009  12.144579  16.587438  14.081230  12.159733  16.002728
87  25.418930  19.940765  30.897095  35.528383  30.966661  40.090105  34.539419  30.492625  38.586213  13.573525  12.336628  14.810422  14.429545  12.218122  16.640967  14.083054  12.197337  15.968771
88  25.506110  20.003859  31.008361  35.714132  31.084366  40.343898  34.704619  30.586757  38.822481  13.619491  12.345302  14.893680  14.494795  12.319565  16.670026  14.179552  12.186005  16.173099
89  25.656017  20.077319  31.234715  35.834593  31.173321  40.495865  34.817114  30.706689  38.927539  13.726243  12.424457  15.028029  14.685413  12.361830  17.008996  14.294613  12.333215  16.256012
90  25.782325  20.231341  31.333309  35.976263  31.264497  40.688029  34.931676  30.803487  39.059865  13.661680  12.417117  14.906243  14.862846  12.539808  17.185884  14.397461  12.357842  16.437080
91  25.836757  20.247618  31.425896  36.033157  31.302165  40.764149  35.104143  30.915250  39.293036  13.696062  12.432633  14.959490  14.917430  12.716332  17.118528  14.506669  12.339102  16.674235
92  25.897415  20.299706  31.495124  36.130705  31.314703  40.946707  35.224191  30.974660  39.473722  13.738863  12.511800  14.965926  15.020284  12.844282  17.196286  14.651408  12.526472  16.776344
93  25.922739  20.364664  31.480814  36.228886  31.355836  41.101936  35.398755  31.068044  39.729466  13.733043  12.418802  15.047284  15.245261  13.046303  17.444219  14.696601  12.663659  16.729543
94  25.974128  20.404288  31.543968  36.354037  31.383750  41.324324  35.550660  31.186398  39.914922  13.712683  12.372890  15.052476  15.353037  13.168399  17.537675  14.873890  12.969499  16.778281
95  26.048638  20.399605  31.697671  36.474306  31.591382  41.357230  35.689555  31.344251  40.034859  13.882919  12.560860  15.204978  15.472946  13.388742  17.557150  15.024309  13.104583  16.944035
96  26.127177  20.515849  31.738505  36.563424  31.773524  41.353324  35.812738  31.415183  40.210293  14.041300  12.615996  15.466604  15.507164  13.407693  17.606635  15.070869  13.165893  16.975845
97  26.205946  20.617177  31.794715  36.642673  31.846267  41.439079  35.965874  31.611763  40.319985  14.093775  12.658536  15.529014  15.577964  13.410200  17.745728  15.209961  13.292756  17.127166
98  26.310414  20.686518  31.934310  36.772723  31.978124  41.567322  36.020984  31.650166  40.391802  14.153703  12.711936  15.595470  15.689048  13.449334  17.928762  15.298362  13.365955  17.230769
99  26.343381  20.819014  31.867748  36.884427  32.041526  41.727328  36.155005  31.900712  40.409298  14.254365  12.873607  15.635123  15.808289  13.517400  18.099178  15.394159  13.469918  17.318400
100  26.429136  20.877754  31.980518  36.962043  32.131284  41.792802  36.187873  31.999561  40.376185  14.298609  12.979103  15.618115  15.817479  13.499424  18.135534  15.537816  13.664534  17.411098
101  26.503889  20.967771  32.040007  37.079482  32.182841  41.976123  36.301954  32.194090  40.409818  14.425043  13.093632  15.756454  15.910382  13.553286  18.267478  15.621851  13.710575  17.533127
102  26.578675  21.050113  32.107237  37.184304  32.306917  42.061691  36.337457  32.258163  40.416751  14.439240  13.096691  15.781789  15.958370  13.580226  18.336514  15.644588  13.710455  17.578721
103  26.563555  21.098732  32.028378  37.263727  32.298240  42.229214  36.387458  32.278313  40.496603  14.477002  13.067100  15.886904  16.085722  13.728433  18.443011  15.770599  13.823274  17.717924
104  26.573964  21.059676  32.088252  37.383741  32.328377  42.439105  36.530500  32.331195  40.729805  14.579803  13.043267  16.116339  16.243506  13.872935  18.614077  15.810185  13.798358  17.822012
105  26.578030  21.127490  32.028570  37.452954  32.292708  42.613200  36.583641  32.257565  40.909717  14.539300  12.955354  16.123246  16.369787  14.044975  18.694599  15.889312  13.849595  17.929029
106  26.648059  21.156565  32.139553  37.485770  32.302693  42.668847  36.628716  32.264232  40.993200  14.490278  12.842552  16.138004  16.419906  14.100996  18.738816  16.008518  13.878659  18.138377
107  26.730732  21.171524  32.289940  37.502713  32.207733  42.797693  36.685206  32.286844  41.083568  14.574581  12.860658  16.288504  16.489614  14.138228  18.841000  16.088743  13.971398  18.206088
108  26.877804  21.400355  32.355253  37.526831  32.179482  42.874180  36.680619  32.251340  41.109898  14.556640  12.876023  16.237257  16.571455  14.186222  18.956688  16.193195  14.028173  18.358217
109  26.931775  21.491895  32.371655  37.558826  32.179268  42.938384  36.719175  32.237990  41.200360  14.562839  12.874342  16.251336  16.660739  14.198446  19.123032  16.282668  14.047175  18.518161
110  26.996960  21.533997  32.459923  37.514897  32.158706  42.871088  36.793654  32.226398  41.360910  14.635408  12.978334  16.292482  16.748398  14.270232  19.226564  16.371508  14.106908  18.636108
111  27.088810  21.585901  32.591719  37.551810  32.227369  42.876251  36.850951  32.185868  41.516034  14.618839  13.056500  16.181178  16.896609  14.471041  19.322177  16.453370  14.232431  18.674309
112  27.106274  21.566282  32.646266  37.615515  32.334766  42.896264  36.938058  32.212427  41.663689  14.752715  13.173266  16.332164  16.977080  14.566181  19.387979  16.642138  14.464745  18.819531
113  27.142609  21.657789  32.627429  37.705656  32.436787  42.974525  36.981954  32.305337  41.658571  14.840824  13.255961  16.425687  17.019108  14.625398  19.412818  16.712745  14.454310  18.971180
114  27.201830  21.660079  32.743581  37.772294  32.472523  43.072065  36.999024  32.308418  41.689630  14.862000  13.345205  16.378795  17.067430  14.565960  19.568900  16.844206  14.568243  19.120169
115  27.201815  21.650174  32.753456  37.877478  32.542801  43.212155  37.010775  32.233400  41.788150  14.808890  13.360185  16.257595  17.137000  14.677583  19.596417  16.938982  14.694180  19.183784
116  27.202342  21.639382  32.765302  38.015615  32.725991  43.305239  36.989678  32.233037  41.746319  14.873994  13.325236  16.422752  17.182014  14.695339  19.668689  17.031187  14.782157  19.280217
117  27.236880  21.686166  32.787594  38.157000  32.928317  43.385683  37.084321  32.388200  41.780442  14.945027  13.385428  16.504626  17.291980  14.813691  19.770269  17.130330  14.877328  19.383332
118  27.305885  21.786084  32.825686  38.246581  33.025721  43.467441  37.158043  32.451494  41.864592  14.926686  13.410003  16.443369  17.441165  14.916834  19.965496  17.226767  14.885611  19.567923
