# TimeStep  RandWalk_mean  RandWalk_lo  RandWalk_hi  PIG_mean  PIG_lo  PIG_hi  EPIG_mean  EPIG_lo  EPIG_hi  TPIG_mean  TPIG_lo  TPIG_hi  ETPIG_mean  ETPIG_lo  ETPIG_hi  LP_mean  LP_lo  LP_hi
0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
1  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
2  0.030000  -0.140587  0.200587  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
3  0.080000  -0.257046  0.417046  0.000000  0.000000  0.000000  0.010000  -0.089499  0.109499  0.000000  0.000000  0.000000  0.050000  -0.167945  0.267945  0.000000  0.000000  0.000000
4  0.110000  -0.311782  0.531782  0.000000  0.000000  0.000000  0.020000  -0.120000  0.160000  0.000000  0.000000  0.000000  0.130000  -0.331628  0.591628  0.000000  0.000000  0.000000
5  0.160000  -0.344381  0.664381  0.000000  0.000000  0.000000  0.020000  -0.120000  0.160000  0.000000  0.000000  0.000000  0.240000  -0.496478  0.976478  0.000000  0.000000  0.000000
6  0.240000  -0.378385  0.858385  0.020000  -0.120000  0.160000  0.030000  -0.140587  0.200587  0.000000  0.000000  0.000000  0.350000  -0.673474  1.373474  0.000000  0.000000  0.000000
7  0.300000  -0.355744  0.955744  0.020000  -0.120000  0.160000  0.090000  -0.196182  0.376182  0.000000  0.000000  0.000000  0.450000  -0.817872  1.717872  0.000000  0.000000  0.000000
8  0.360000  -0.325857  1.045857  0.040000  -0.155959  0.235959  0.140000  -0.206987  0.486987  0.000000  0.000000  0.000000  0.550000  -0.929020  2.029020  0.000000  0.000000  0.000000
9  0.410000  -0.326139  1.146139  0.090000  -0.196182  0.376182  0.190000  -0.202301  0.582301  0.000000  0.000000  0.000000  0.670000  -1.044964  2.384964  0.000000  0.000000  0.000000
10  0.460000  -0.345233  1.265233  0.170000  -0.205633  0.545633  0.290000  -0.163762  0.743762  0.000000  0.000000  0.000000  0.810000  -1.137794  2.757794  0.000000  0.000000  0.000000
11  0.500000  -0.388819  1.388819  0.360000  -0.120000  0.840000  0.420000  -0.093420  0.933420  0.000000  0.000000  0.000000  0.940000  -1.175750  3.055750  0.000000  0.000000  0.000000
12  0.550000  -0.402628  1.502628  0.780000  0.365754  1.194246  0.540000  0.021927  1.058073  0.000000  0.000000  0.000000  1.090000  -1.212586  3.392586  0.000000  0.000000  0.000000
13  0.630000  -0.386415  1.646415  0.780000  0.365754  1.194246  0.620000  0.114431  1.125569  0.000000  0.000000  0.000000  1.240000  -1.246443  3.726443  0.000000  0.000000  0.000000
14  0.680000  -0.414349  1.774349  0.850000  0.394478  1.305522  0.680000  0.153122  1.206878  0.000000  0.000000  0.000000  1.410000  -1.273636  4.093636  0.000000  0.000000  0.000000
15  0.730000  -0.460420  1.920420  0.950000  0.377724  1.522276  0.730000  0.132422  1.327578  0.000000  0.000000  0.000000  1.550000  -1.283284  4.383284  0.000000  0.000000  0.000000
16  0.800000  -0.440967  2.040967  1.290000  0.578734  2.001266  0.830000  0.181078  1.478922  0.000000  0.000000  0.000000  1.670000  -1.323510  4.663510  0.000000  0.000000  0.000000
17  0.850000  -0.417872  2.117872  1.320000  0.643539  1.996461  0.940000  0.264426  1.615574  0.000000  0.000000  0.000000  1.780000  -1.355538  4.915538  0.000000  0.000000  0.000000
18  0.930000  -0.368114  2.228114  1.320000  0.643539  1.996461  1.030000  0.316488  1.743512  0.000000  0.000000  0.000000  1.880000  -1.376624  5.136624  0.000000  0.000000  0.000000
19  0.980000  -0.338939  2.298939  1.350000  0.696165  2.003835  1.100000  0.385857  1.814143  0.000000  0.000000  0.000000  1.960000  -1.368423  5.288423  0.000000  0.000000  0.000000
20  1.030000  -0.307572  2.367572  1.460000  0.853040  2.066960  1.220000  0.504738  1.935262  0.000000  0.000000  0.000000  2.040000  -1.374440  5.454440  0.000000  0.000000  0.000000
21  1.100000  -0.252775  2.452775  1.520000  0.945892  2.094108  1.260000  0.544179  1.975821  0.000000  0.000000  0.000000  2.120000  -1.318837  5.558837  0.000000  0.000000  0.000000
22  1.180000  -0.215564  2.575564  1.570000  0.999825  2.140175  1.330000  0.594405  2.065595  0.000000  0.000000  0.000000  2.200000  -1.255431  5.655431  0.010000  -0.089499  0.109499
23  1.240000  -0.175062  2.655062  1.590000  1.022638  2.157362  1.390000  0.684380  2.095620  0.000000  0.000000  0.000000  2.280000  -1.210215  5.770215  0.020000  -0.178997  0.218997
24  1.320000  -0.100422  2.740422  1.650000  1.095473  2.204527  1.470000  0.770643  2.169357  0.000000  0.000000  0.000000  2.370000  -1.156060  5.896060  0.040000  -0.273688  0.353688
25  1.380000  -0.081369  2.841369  1.710000  1.234711  2.185289  1.510000  0.782058  2.237942  0.000000  0.000000  0.000000  2.500000  -1.098611  6.098611  0.060000  -0.309324  0.429324
26  1.450000  -0.062448  2.962448  1.750000  1.232796  2.267204  1.590000  0.895810  2.284190  0.000000  0.000000  0.000000  2.620000  -1.020824  6.260824  0.080000  -0.382169  0.542169
27  1.480000  -0.078717  3.038717  1.780000  1.204153  2.355847  1.640000  0.968882  2.311118  0.000000  0.000000  0.000000  2.710000  -0.943204  6.363204  0.120000  -0.414416  0.654416
28  1.590000  0.053153  3.126847  1.830000  1.263343  2.396657  1.670000  0.990957  2.349043  0.000000  0.000000  0.000000  2.820000  -0.855269  6.495269  0.170000  -0.447333  0.787333
29  1.620000  0.072227  3.167773  1.910000  1.342638  2.477362  1.740000  1.010343  2.469657  0.000000  0.000000  0.000000  2.930000  -0.777438  6.637438  0.390000  -0.408686  1.188686
30  1.650000  0.091956  3.208044  1.980000  1.397248  2.562752  1.810000  1.052438  2.567562  0.000000  0.000000  0.000000  3.100000  -0.661649  6.861649  0.690000  -0.326809  1.706809
31  1.780000  0.133306  3.426694  2.030000  1.374943  2.685057  1.880000  1.101797  2.658203  0.010000  -0.089499  0.109499  3.290000  -0.529149  7.109149  1.100000  -0.168858  2.368858
32  1.860000  0.198555  3.521445  2.070000  1.433525  2.706475  1.960000  1.148581  2.771419  0.070000  -0.221719  0.361719  3.450000  -0.429111  7.329111  1.470000  0.155048  2.784952
33  1.970000  0.276158  3.663842  2.110000  1.448260  2.771740  2.050000  1.173929  2.926071  0.310000  -0.301474  0.921474  3.680000  -0.259239  7.619239  1.870000  0.615767  3.124233
34  2.040000  0.279773  3.800227  2.130000  1.456873  2.803127  2.150000  1.197372  3.102628  0.820000  -0.143120  1.783120  3.850000  -0.135913  7.835913  2.240000  1.107569  3.372431
35  2.110000  0.327333  3.892667  2.170000  1.505846  2.834154  2.210000  1.227198  3.192802  1.520000  0.243442  2.796558  4.030000  0.048907  8.011093  2.510000  1.466017  3.553983
36  2.180000  0.372350  3.987650  2.200000  1.492893  2.907107  2.300000  1.325321  3.274679  2.310000  0.749904  3.870096  4.210000  0.179380  8.240620  2.660000  1.667831  3.652169
