Seed is: 31
Number of samples is: 1000
Simulation name is: Simulation_1TV.sim
TimeStep, Distraction Rate, Missed States, Model Accuracy, Time (ms)
0, 0, 165, 0, 7e-05
1, 0, 164, 0.763197, 0.01054
2, 0, 163, 1.7632, 0.023043
3, 0, 163, 1.34816, 0.03195
4, 0, 163, 1.17823, 0.049243
5, 0, 162, 1.94143, 0.095381
6, 0, 162, 1.5679, 0.104058
7, 0, 162, 1.19436, 0.112223
8, 0, 162, 1.04143, 0.120609
9, 0, 162, 0.888499, 0.128905
10, 0, 161, 1.6517, 0.145376
11, 0, 160, 2.41489, 0.17362
12, 0, 160, 2.04136, 0.181986
13, 0, 160, 1.66783, 0.190462
14, 0, 160, 1.51489, 0.211452
15, 0, 160, 1.36196, 0.219858
16, 0, 159, 2.36196, 0.227623
17, 0, 159, 1.94692, 0.237562
18, 0, 159, 1.777, 0.245938
19, 0, 158, 1.54481, 0.257931
20, 0, 157, 2.89297, 0.266427
21, 0, 156, 3.65616, 0.274713
22, 0, 155, 4.65616, 0.286134
23, 0, 155, 4.24113, 0.295452
24, 0, 155, 4.0712, 0.306463
25, 0, 154, 4.8344, 0.314519
26, 0, 153, 5.18717, 0.351068
27, 0, 153, 4.7022, 0.364023
28, 0, 153, 4.32867, 0.371998
29, 0, 153, 4.12413, 0.389551
30, 0, 153, 3.9712, 0.412185
31, 0, 152, 3.73901, 0.426792
32, 0, 151, 5.08717, 0.437002
33, 0, 150, 6.08717, 0.448273
34, 0, 150, 5.67213, 0.468913
35, 0, 150, 5.5022, 0.479172
36, 0, 149, 6.5022, 0.497978
37, 0, 149, 6.08717, 0.537984
38, 0, 149, 5.91724, 0.553764
39, 0, 148, 6.91724, 0.570977
40, 0, 148, 6.5022, 0.593299
41, 0, 148, 6.33228, 0.601665
42, 0, 147, 7.09548, 0.610041
43, 0, 146, 8.09548, 0.618427
44, 0, 146, 7.68044, 0.627104
45, 0, 146, 7.51051, 0.650849
46, 0, 145, 8.27371, 0.669274
47, 0, 144, 9.03691, 0.67774
48, 0, 143, 9.80011, 0.693611
49, 0, 143, 9.42657, 0.710232
50, 0, 143, 9.05304, 0.732194
51, 0, 143, 8.67951, 0.750439
52, 0, 143, 8.30597, 0.758725
53, 0, 143, 8.15304, 0.774194
54, 0, 143, 8.00011, 0.796156
55, 0, 143, 7.84717, 0.804792
56, 0, 142, 8.84717, 0.822326
57, 0, 142, 8.43214, 0.830591
58, 0, 142, 8.26221, 0.866319
59, 0, 141, 9.26221, 0.876288
60, 0, 141, 8.84717, 0.886358
61, 0, 141, 8.67725, 0.913579
62, 0, 140, 9.44045, 0.922336
63, 0, 139, 10.2036, 0.931023
64, 0, 139, 10.1198, 0.939629
65, 0, 139, 9.74631, 0.950911
66, 0, 139, 9.69331, 0.959286
67, 0, 138, 10.4565, 0.976088
68, 0, 137, 11.2197, 0.984855
69, 0, 137, 10.8462, 1.0185
70, 0, 137, 10.4726, 1.03345
71, 0, 137, 10.3197, 1.04238
72, 0, 137, 10.1668, 1.06309
73, 0, 136, 10.93, 1.09056
74, 0, 135, 11.6932, 1.11399
75, 0, 134, 12.6932, 1.13332
76, 0, 134, 12.2781, 1.14198
77, 0, 134, 12.1082, 1.15049
78, 0, 133, 13.1082, 1.15936
79, 0, 133, 12.6932, 1.20548
