Seed is: 13
Number of samples is: 1000
Simulation name is: NoTvSim.sim
TimeStep, Distraction Rate, Missed States, Model Accuracy, Time (ms)
0, 0, 256, 0, 5.1e-05
1, 0, 255, 0.763197, 0.016622
2, 0, 254, 1.52639, 0.032342
3, 0, 253, 2.28959, 0.047311
4, 0, 252, 3.05279, 0.061908
5, 0, 251, 4.05279, 0.076767
6, 0, 250, 4.81599, 0.091134
7, 0, 249, 4.58379, 0.106042
8, 0, 248, 5.34699, 0.122223
9, 0, 247, 6.34699, 0.142021
10, 0, 247, 5.93195, 0.156889
11, 0, 247, 5.51692, 0.18899
12, 0, 247, 5.14338, 0.20982
13, 0, 246, 5.90658, 0.224718
14, 0, 245, 6.66978, 0.239336
15, 0, 244, 6.43758, 0.254064
16, 0, 243, 7.20078, 0.274313
17, 0, 242, 8.20078, 0.289191
18, 0, 241, 8.96398, 0.303659
19, 0, 240, 9.31675, 0.323437
20, 0, 239, 9.08455, 0.340078
21, 0, 238, 10.4327, 0.354796
22, 0, 237, 11.4327, 0.369785
23, 0, 236, 12.1959, 0.38847
24, 0, 235, 12.9591, 0.403519
25, 0, 234, 13.9591, 0.418568
26, 0, 233, 14.9591, 0.433687
27, 0, 232, 15.7223, 0.463183
28, 0, 231, 16.4855, 0.478241
29, 0, 230, 17.2487, 0.494082
30, 0, 229, 18.0119, 0.512416
31, 0, 228, 19.0119, 0.527565
32, 0, 227, 19.7751, 0.542514
33, 0, 226, 20.7751, 0.559155
34, 0, 225, 21.5383, 0.586227
35, 0, 224, 21.3061, 0.609051
36, 0, 223, 22.0693, 0.62443
37, 0, 222, 22.8325, 0.653305
38, 0, 221, 23.5957, 0.681769
39, 0, 220, 23.3635, 0.701086
40, 0, 219, 24.1267, 0.716525
41, 0, 218, 24.8899, 0.732095
42, 0, 218, 24.5164, 0.747444
43, 0, 217, 25.2796, 0.763204
44, 0, 217, 24.8645, 0.79251
45, 0, 216, 25.6277, 0.80845
46, 0, 216, 25.2127, 0.824341
47, 0, 216, 24.8391, 0.83985
48, 0, 216, 24.4656, 0.85539
49, 0, 216, 24.2957, 0.87114
50, 0, 215, 25.0589, 0.904062
51, 0, 214, 25.8221, 0.933048
52, 0, 214, 25.4485, 0.95008
53, 0, 214, 25.075, 0.96568
54, 0, 214, 24.9221, 0.98133
55, 0, 213, 25.6853, 0.996919
