Seed is: 43
Number of samples is: 1000
Simulation name is: Simulation_4TV.sim
TimeStep, Distraction Rate, Missed States, Model Accuracy, Time (ms)
0, 0, 112, 0, 6e-05
1, 0, 111, 0.763197, 0.007734
2, 0, 110, 1.7632, 0.015229
3, 0, 110, 1.34816, 0.035097
4, 0, 110, 1.17823, 0.045647
5, 0, 109, 1.94143, 0.067919
6, 0, 109, 1.5679, 0.085192
7, 0, 109, 1.19436, 0.093678
8, 0, 109, 1.04143, 0.108035
9, 0, 108, 1.28277, 0.150316
10, 0, 108, 1.07823, 0.17319
11, 0, 107, 1.84143, 0.178339
12, 0, 106, 2.60463, 0.201794
13, 0, 106, 2.2311, 0.22053
14, 0, 106, 1.85756, 0.225519
15, 0, 105, 2.0989, 0.240618
16, 0, 105, 1.89436, 0.25245
17, 0, 105, 1.74143, 0.263892
18, 0, 104, 2.50463, 0.280544
19, 0, 103, 3.26783, 0.303648
20, 0, 102, 4.26783, 0.337092
21, 0, 102, 3.85279, 0.342091
22, 0, 102, 3.68286, 0.351579
23, 0, 101, 4.44606, 0.371377
24, 0, 100, 4.79883, 0.382037
25, 0, 100, 5.11387, 0.425069
26, 0, 100, 5.3773, 0.442512
27, 0, 100, 4.74033, 0.461559
28, 0, 100, 4.3668, 0.469574
29, 0, 100, 4.54769, 0.474393
30, 0, 100, 4.70814, 0.479303
31, 0, 99, 5.47134, 0.492888
32, 0, 98, 6.23454, 0.511724
33, 0, 98, 5.861, 0.524358
34, 0, 98, 5.48747, 0.532223
35, 0, 98, 5.33454, 0.537063
36, 0, 98, 5.1816, 0.563623
37, 1, 97, 6.1816, 0.584493
38, 2, 97, 5.76657, 0.589412
39, 3, 97, 5.59664, 0.611023
40, 4, 97, 5.50353, 0.623988
41, 5, 97, 5.44464, 0.657732
42, 6, 97, 5.404, 0.685806
43, 7, 97, 5.37425, 0.69827
44, 8, 97, 5.35153, 0.717907
45, 9, 97, 5.33361, 0.731293
46, 10, 97, 5.31911, 0.751701
47, 10, 96, 6.0823, 0.762622
48, 10, 96, 5.70877, 0.767491
49, 10, 96, 5.33524, 0.786087
50, 10, 96, 5.1823, 0.820993
51, 10, 96, 5.02937, 0.828878
52, 10, 95, 4.79718, 0.866059
53, 10, 95, 4.75568, 0.897599
54, 10, 94, 6.46038, 0.905615
55, 10, 93, 7.22357, 0.937034
56, 11, 92, 8.22357, 0.942154
57, 12, 92, 7.80854, 0.969937
58, 13, 92, 7.63861, 0.989234
59, 14, 92, 7.5455, 1.01296
60, 15, 92, 7.48661, 1.05219
61, 16, 92, 7.44597, 1.06523
62, 17, 92, 7.41622, 1.10434
63, 18, 92, 7.3935, 1.11114
64, 19, 92, 7.37558, 1.13313
65, 20, 92, 7.36108, 1.14242
66, 20, 91, 8.12427, 1.14852
67, 20, 91, 7.75074, 1.16281
68, 20, 91, 7.37721, 1.17668
69, 20, 91, 7.22427, 1.18182
70, 20, 91, 7.07134, 1.22805
71, 20, 90, 6.83915, 1.25266
72, 20, 90, 6.79765, 1.25778
73, 20, 89, 8.50235, 1.28823
74, 20, 88, 8.27015, 1.31853
75, 20, 87, 9.61831, 1.33031
76, 20, 87, 9.04024, 1.34112
77, 20, 87, 8.55528, 1.34642
78, 20, 87, 8.29185, 1.3818
79, 20, 86, 9.05504, 1.40965
80, 20, 85, 9.81824, 1.42634
81, 20, 85, 9.44471, 1.43888
82, 20, 85, 9.07117, 1.45354
83, 20, 85, 8.91824, 1.46684
84, 20, 85, 8.76531, 1.47441
85, 20, 84, 9.52851, 1.48548
86, 20, 83, 10.2917, 1.51233
87, 20, 82, 10.0595, 1.52513
88, 20, 81, 11.4077, 1.56106
89, 20, 80, 11.7604, 1.5863
90, 20, 80, 11.2755, 1.60116
91, 20, 80, 10.7905, 1.63179
92, 20, 80, 10.586, 1.65778
93, 20, 80, 10.3814, 1.67123
94, 20, 79, 11.1446, 1.67655
95, 20, 78, 11.9078, 1.69282
96, 20, 77, 12.671, 1.69818
97, 20, 77, 12.2975, 1.70347
98, 20, 77, 11.924, 1.71632
99, 20, 77, 11.771, 1.72201
100, 20, 77, 11.6181, 1.72712
101, 20, 76, 12.6181, 1.76811
102, 20, 76, 12.2031, 1.77316
103, 20, 76, 12.0331, 1.7975
104, 20, 75, 12.7963, 1.81532
105, 20, 75, 12.4228, 1.83408
106, 20, 75, 12.0493, 1.84668
107, 20, 75, 11.8963, 1.85202
108, 20, 75, 11.7434, 1.85735
109, 20, 74, 12.5066, 1.87298
110, 20, 73, 12.8594, 1.88415
111, 20, 73, 12.3744, 1.91376
112, 20, 73, 12.0009, 1.925
113, 20, 73, 11.7963, 1.93936
114, 20, 73, 11.6434, 1.9501
115, 20, 72, 11.4112, 1.97431
116, 20, 71, 12.7594, 1.98038
117, 20, 70, 13.5226, 2.00904
118, 20, 69, 14.2858, 2.05477
119, 20, 68, 15.2858, 2.07244
120, 20, 68, 14.8707, 2.09921
121, 20, 68, 14.7008, 2.1209
122, 20, 67, 15.464, 2.13645
123, 20, 67, 15.0905, 2.14222
124, 20, 67, 14.7169, 2.15714
125, 20, 67, 14.564, 2.1623
126, 20, 67, 14.4111, 2.19176
127, 20, 66, 15.1743, 2.19702
128, 20, 66, 14.8007, 2.21219
129, 20, 66, 14.4272, 2.22607
130, 20, 65, 14.6685, 2.23376
131, 20, 65, 14.464, 2.2425
132, 20, 65, 14.3111, 2.25609
133, 20, 64, 15.0743, 2.26908
134, 20, 63, 15.8375, 2.28288
135, 20, 63, 15.4639, 2.28872
136, 20, 63, 15.0904, 2.29395
137, 20, 63, 14.9375, 2.29935
138, 20, 63, 14.7845, 2.30485
139, 20, 62, 15.5477, 2.33111
140, 20, 62, 15.0628, 2.33957
141, 20, 62, 14.6892, 2.35635
142, 20, 62, 14.4847, 2.36567
143, 20, 62, 14.3318, 2.3738
144, 20, 62, 14.2213, 2.40487
145, 20, 62, 14.1375, 2.4176
146, 20, 61, 14.3272, 2.43095
147, 20, 61, 14.2167, 2.46184
148, 20, 60, 15.2167, 2.49378
149, 20, 60, 14.8017, 2.50144
150, 20, 60, 14.6317, 2.51473
151, 20, 59, 15.6317, 2.54753
152, 20, 59, 15.2167, 2.56978
153, 20, 59, 15.0468, 2.58777
154, 20, 58, 14.8146, 2.59477
155, 20, 57, 16.1627, 2.61076
156, 21, 56, 17.1627, 2.62254
157, 22, 56, 16.7477, 2.63114
158, 23, 56, 16.5778, 2.65793
159, 24, 56, 16.4847, 2.67114
160, 25, 56, 16.4258, 2.68698
161, 26, 56, 16.3851, 2.71676
162, 27, 56, 16.3554, 2.73186
