Seed is: 97
Number of samples is: 1000
Simulation name is: Simulation_4TV.sim
TimeStep, Distraction Rate, Missed States, Model Accuracy, Time (ms)
0, 0, 112, 0, 4e-05
1, 0, 111, 0.763197, 0.009488
2, 0, 110, 1.52639, 0.048192
3, 0, 109, 2.28959, 0.055997
4, 0, 109, 1.91606, 0.086094
5, 0, 108, 2.67926, 0.120861
6, 0, 107, 3.44245, 0.200622
7, 0, 106, 4.20565, 0.216272
8, 0, 105, 4.96885, 0.231752
9, 0, 104, 5.73204, 0.248514
10, 0, 103, 6.49524, 0.255938
11, 0, 103, 6.12171, 0.266778
12, 0, 102, 6.8849, 0.280895
13, 0, 102, 6.51137, 0.28859
14, 0, 101, 7.27457, 0.315792
15, 0, 100, 8.03777, 0.328506
16, 0, 99, 8.80096, 0.353193
17, 0, 99, 8.42743, 0.360307
18, 1, 98, 9.42743, 0.36723
19, 1, 97, 10.1906, 0.374043
20, 1, 96, 10.9538, 0.384162
21, 1, 96, 10.5803, 0.411173
22, 1, 96, 10.4274, 0.418828
23, 1, 96, 10.0538, 0.446761
24, 1, 96, 9.97002, 0.473402
25, 2, 96, 9.55499, 0.488581
26, 2, 96, 9.40205, 0.495344
27, 2, 95, 10.1653, 0.520472
28, 2, 95, 9.79172, 0.562973
29, 2, 95, 9.41818, 0.609992
30, 2, 94, 10.1814, 0.676369
31, 2, 93, 10.9446, 0.691267
32, 2, 93, 10.571, 0.742925
33, 2, 93, 10.1975, 0.751141
34, 2, 92, 11.1975, 0.765248
35, 2, 92, 11.0446, 0.784685
36, 2, 92, 10.8916, 0.801016
37, 2, 92, 10.7387, 0.833187
38, 2, 91, 11.5019, 0.860179
39, 2, 91, 11.1284, 0.872392
40, 2, 91, 10.9754, 0.903381
41, 2, 90, 10.7433, 0.916436
42, 2, 89, 12.0914, 0.92378
43, 2, 88, 13.0914, 0.963816
44, 2, 88, 12.7179, 0.994545
45, 2, 88, 12.5649, 1.02354
46, 2, 87, 12.3328, 1.03087
47, 2, 87, 12.2797, 1.05597
48, 2, 86, 13.0429, 1.06792
49, 2, 85, 14.0429, 1.0785
50, 2, 84, 14.8061, 1.08946
51, 2, 84, 14.4326, 1.10161
52, 2, 83, 15.1958, 1.11884
53, 3, 83, 15.0259, 1.12985
54, 3, 83, 14.9421, 1.15606
55, 3, 83, 14.9055, 1.16295
56, 4, 83, 14.8124, 1.17682
57, 4, 83, 14.7594, 1.18683
58, 4, 83, 14.3859, 1.20464
59, 4, 83, 14.2329, 1.21656
60, 4, 82, 14.9961, 1.22365
61, 5, 81, 15.9961, 1.24323
62, 5, 81, 15.6226, 1.25335
63, 5, 80, 16.6226, 1.29002
64, 5, 80, 16.2076, 1.29709
65, 5, 79, 16.9707, 1.31418
66, 5, 78, 17.7339, 1.32144
67, 5, 78, 17.3604, 1.33833
68, 5, 77, 18.1236, 1.34789
69, 5, 76, 18.8868, 1.38558
70, 5, 76, 18.5133, 1.39298
71, 5, 75, 19.2765, 1.4475
72, 5, 74, 20.0397, 1.45589
73, 5, 74, 19.6246, 1.46328
74, 5, 73, 20.6246, 1.47058
75, 5, 73, 20.2511, 1.47889
76, 5, 73, 20.0982, 1.4994
77, 5, 73, 19.7246, 1.51436
78, 5, 73, 19.6408, 1.54711
79, 5, 73, 19.4879, 1.55464
80, 5, 72, 19.2557, 1.56669
81, 5, 72, 18.7707, 1.59236
82, 5, 71, 19.5339, 1.61294
83, 5, 70, 20.2971, 1.62611
84, 6, 69, 21.2971, 1.66254
85, 7, 69, 20.8821, 1.68075
86, 8, 69, 20.7122, 1.6946
87, 8, 68, 21.4754, 1.70601
88, 8, 68, 21.0603, 1.71345
89, 8, 67, 21.2501, 1.7556
90, 8, 67, 21.0801, 1.76345
91, 8, 66, 21.8433, 1.78993
92, 8, 65, 22.6065, 1.7977
93, 8, 64, 23.3697, 1.80856
94, 8, 64, 23.2168, 1.81932
95, 8, 64, 23.1638, 1.82654
96, 8, 64, 22.7488, 1.83571
97, 8, 64, 22.5788, 1.84682
98, 8, 64, 22.4857, 1.85573
99, 8, 64, 22.4019, 1.86678
100, 8, 63, 23.7501, 1.87621
101, 8, 63, 23.3766, 1.88845
102, 8, 63, 23.003, 1.91924
103, 9, 63, 22.9099, 1.9549
104, 9, 62, 23.6731, 1.97053
105, 9, 62, 23.1881, 1.98921
106, 9, 62, 22.8146, 1.99649
107, 9, 62, 22.6101, 2.01057
108, 9, 62, 22.2365, 2.01808
109, 9, 61, 22.9997, 2.02622
110, 9, 61, 22.6262, 2.04505
111, 9, 61, 22.2527, 2.0674
112, 10, 61, 22.1938, 2.07504
113, 10, 61, 22.0408, 2.08798
114, 10, 60, 23.0408, 2.16212
115, 10, 59, 24.0408, 2.18515
116, 10, 59, 23.6673, 2.19929
117, 10, 59, 23.5835, 2.20669
118, 10, 58, 23.7322, 2.22417
119, 10, 58, 23.6956, 2.2358
120, 10, 58, 23.3221, 2.28575
121, 10, 58, 22.9071, 2.30208
122, 10, 58, 22.492, 2.34156
123, 10, 58, 22.3391, 2.34916
124, 10, 58, 22.1862, 2.35929
125, 10, 58, 22.0332, 2.36835
