Seed is: 98
Number of samples is: 3000
Simulation name is: Simulation_2TV_10x10.sim
TimeStep, Distraction Rate, Missed States, Model Accuracy, Time (ms)
0, 0, 732, 0, 9e-05
1, 0, 731, 1, 0.065274
2, 0, 731, 0.584963, 0.127763
3, 0, 731, 0.415037, 0.189341
4, 0, 730, 1.17823, 0.251118
5, 0, 729, 1.94143, 0.312976
6, 0, 728, 2.2942, 0.374674
7, 0, 728, 1.80924, 0.436471
8, 0, 728, 1.43571, 0.498039
9, 0, 728, 1.23117, 0.560147
10, 0, 728, 1.07823, 0.621674
11, 0, 727, 2.07823, 0.683031
12, 0, 727, 1.6632, 0.744197
13, 0, 727, 1.49327, 0.805755
14, 0, 726, 2.25647, 0.867402
15, 0, 725, 3.25647, 0.92945
16, 0, 725, 2.84143, 0.990797
17, 0, 725, 2.67151, 1.05271
18, 0, 724, 2.43931, 1.1144
19, 0, 723, 3.78747, 1.17662
20, 0, 722, 4.55067, 1.23826
21, 0, 721, 5.31387, 1.30061
22, 0, 721, 4.94033, 1.36244
23, 0, 720, 5.2931, 1.44178
24, 0, 720, 4.80814, 1.5514
25, 0, 720, 4.65521, 1.64778
26, 0, 720, 4.45067, 1.73233
27, 0, 720, 4.35756, 1.82509
28, 0, 720, 4.26445, 1.91476
29, 0, 720, 4.15395, 2.00412
30, 0, 719, 4.91715, 2.09598
31, 0, 718, 5.68035, 2.19423
32, 0, 717, 6.03312, 2.28555
33, 0, 717, 5.54815, 2.37833
34, 0, 716, 5.90092, 2.44916
35, 0, 716, 5.41596, 2.51218
36, 0, 716, 5.21142, 2.57424
37, 0, 716, 5.00689, 2.63603
38, 0, 715, 6.00689, 2.69773
39, 0, 715, 5.59185, 2.75951
40, 0, 715, 5.42192, 2.83071
41, 0, 714, 6.18512, 2.89438
42, 0, 714, 5.81159, 2.98182
43, 0, 713, 6.57478, 3.05883
44, 0, 712, 7.57478, 3.13358
45, 0, 712, 7.15975, 3.19677
46, 0, 712, 6.98982, 3.27412
47, 0, 711, 7.75302, 3.33732
48, 0, 710, 7.52083, 3.40228
49, 0, 710, 7.47932, 3.46484
50, 0, 709, 9.18402, 3.52746
51, 0, 709, 8.81049, 3.58987
52, 0, 709, 8.23242, 3.65218
53, 0, 708, 8.99561, 3.71595
54, 0, 708, 8.62208, 3.77803
55, 0, 708, 8.24855, 3.84287
56, 0, 708, 8.09561, 3.90552
57, 0, 708, 7.94268, 3.96798
58, 0, 708, 7.45772, 4.03025
59, 0, 707, 8.22092, 4.09274
60, 0, 706, 8.98411, 4.15552
