Seed is: 7
Number of samples is: 1000
Simulation name is: NoTvSim.sim
TimeStep, Distraction Rate, Missed States, Model Accuracy, Time (ms)
0, 0, 256, 0, 5e-05
1, 0, 255, 1, 0.059233
2, 0, 255, 0.584963, 0.075514
3, 0, 255, 0.415037, 0.106793
4, 0, 254, 1.41504, 0.132272
5, 0, 254, 1, 0.181556
6, 0, 254, 0.830075, 0.224748
7, 0, 253, 0.597882, 0.239286
8, 0, 253, 0.504773, 0.302706
9, 0, 252, 1.85293, 0.353974
10, 0, 251, 2.61613, 0.376377
11, 0, 250, 3.37933, 0.439527
12, 0, 249, 3.7321, 0.482499
13, 0, 249, 3.24713, 0.517125
14, 0, 249, 2.8736, 0.551069
15, 0, 248, 3.8736, 0.603018
16, 0, 248, 3.66906, 0.618047
17, 0, 248, 3.51613, 0.660347
18, 0, 248, 3.10109, 0.687369
19, 0, 248, 2.93117, 0.711976
20, 0, 247, 3.69436, 0.784073
21, 0, 247, 3.2094, 0.808259
22, 0, 247, 2.83587, 0.85591
23, 0, 247, 2.63133, 0.870959
24, 0, 247, 2.4784, 0.91914
25, 0, 247, 2.4195, 0.941483
26, 0, 246, 3.1827, 0.956231
27, 0, 245, 4.1827, 0.989735
28, 0, 245, 3.76766, 1.0107
29, 0, 245, 3.59774, 1.04197
30, 0, 245, 3.50463, 1.10039
31, 0, 244, 4.26783, 1.12546
32, 0, 243, 4.03563, 1.15783
33, 0, 242, 5.38379, 1.20574
34, 0, 242, 5.01026, 1.26808
35, 0, 242, 4.5253, 1.31051
36, 0, 242, 4.37236, 1.36402
37, 0, 242, 4.16783, 1.37914
38, 0, 242, 4.08403, 1.42589
39, 0, 241, 4.84723, 1.45267
40, 0, 240, 4.61503, 1.49355
41, 0, 239, 5.96319, 1.53308
42, 0, 239, 5.58966, 1.57883
43, 0, 239, 5.1047, 1.59446
44, 0, 239, 4.95176, 1.62696
45, 0, 239, 4.74723, 1.68432
46, 0, 238, 5.51042, 1.70869
47, 0, 237, 6.27362, 1.72399
48, 0, 236, 7.27362, 1.75256
49, 0, 236, 6.85858, 1.78787
50, 0, 236, 6.68866, 1.8039
51, 0, 235, 6.45646, 1.82874
52, 0, 234, 7.80462, 1.85875
53, 0, 234, 7.43109, 1.92264
54, 0, 234, 6.94613, 1.93855
55, 0, 234, 6.7932, 1.99256
56, 0, 234, 6.58866, 2.05195
57, 0, 233, 7.35185, 2.06907
58, 0, 232, 8.35185, 2.08432
59, 0, 232, 7.93682, 2.10019
60, 0, 232, 7.76689, 2.1158
61, 0, 231, 8.53009, 2.1353
