Seed is: 37
Number of samples is: 1000
Simulation name is: Simulation_4TV.sim
TimeStep, Distraction Rate, Missed States, Model Accuracy, Time (ms)
0, 0, 112, 0, 5e-05
1, 0, 111, -0.232193, 0.007043
2, 0, 110, -0.464386, 0.013846
3, 0, 109, 0.298812, 0.020308
4, 0, 108, 1.06201, 0.026099
5, 0, 107, 2.06201, 0.03189
6, 0, 106, 2.82521, 0.037641
7, 0, 105, 3.5884, 0.042991
8, 0, 104, 3.35621, 0.048031
9, 0, 103, 4.11941, 0.053441
10, 0, 102, 3.88721, 0.058701
11, 0, 101, 4.88721, 0.063721
12, 0, 100, 5.88721, 0.069031
13, 0, 99, 7.23537, 0.074271
14, 0, 98, 8.23537, 0.079321
15, 0, 97, 8.99857, 0.08437
16, 0, 96, 9.76177, 0.089189
17, 0, 95, 10.525, 0.095
18, 0, 94, 11.2882, 0.10019
19, 0, 93, 12.0514, 0.10518
20, 0, 92, 12.8146, 0.110149
21, 0, 91, 13.5778, 0.115019
22, 0, 90, 14.341, 0.120018
23, 0, 89, 15.6891, 0.15782
24, 0, 88, 16.6891, 0.16316
25, 0, 87, 17.4523, 0.169753
26, 0, 87, 16.9673, 0.175834
27, 0, 86, 17.7305, 0.181676
28, 0, 85, 18.7305, 0.187447
29, 0, 84, 19.4937, 0.193137
30, 0, 83, 19.2615, 0.198427
31, 0, 83, 18.8465, 0.204008
32, 0, 83, 18.473, 0.209509
33, 0, 82, 19.8211, 0.215971
34, 0, 81, 20.5843, 0.222654
35, 0, 80, 21.3475, 0.227894
36, 0, 79, 21.1153, 0.233414
37, 0, 78, 21.8785, 0.239596
38, 0, 77, 22.6417, 0.245327
39, 0, 76, 23.4049, 0.250667
40, 0, 75, 24.1681, 0.256258
41, 0, 74, 24.5209, 0.261999
42, 0, 74, 24.0359, 0.26802
43, 0, 74, 23.551, 0.275995
44, 0, 74, 23.1774, 0.281876
45, 1, 73, 24.1774, 0.287217
46, 1, 72, 24.9406, 0.292907
47, 1, 71, 25.7038, 0.298528
48, 1, 70, 26.467, 0.304129
49, 1, 69, 27.467, 0.309729
50, 1, 68, 28.2302, 0.31504
